"","id","parent","sex","birth_year","working_status","cit","acom4c","town_size","quality_life","citizen_status","education_level","ireg"
"6034",7369211,1,1,1959,6,1,2,7,1,3,3,6
"6035",7369351,1,1,1968,11,1,2,5,1,3,4,6
"6036",7369352,2,2,1967,6,1,2,7,1,2,3,6
"6037",7369391,1,1,1935,6,1,2,2,3,6,5,6
"6038",7369571,1,1,1970,16,1,2,5,1,3,3,6
"6039",7369572,2,2,1971,16,1,2,7,1,2,4,6
"6040",7370091,1,2,1940,20,1,0,1,3,6,5,20
"6041",7371101,1,2,1965,NA,1,0,4,1,1,4,7
"6042",7372151,1,2,1951,7,1,0,5,3,6,5,3
"6043",7373121,1,1,1962,5,1,2,7,2,4,4,5
"6044",7373122,3,2,1960,5,1,2,7,1,2,3,5
"6045",7373231,1,1,1954,19,1,2,5,1,3,3,5
"6046",7373232,2,2,1963,5,1,2,5,1,3,4,5
"6047",7373431,1,1,1961,5,1,2,5,2,5,4,5
"6048",7373491,1,1,1962,5,1,2,3,2,5,4,5
"6049",7373492,2,2,1965,5,1,2,3,1,1,3,5
"6050",7373493,6,1,1989,5,1,2,4,1,1,4,5
"6051",7373601,1,2,1940,5,1,2,2,3,6,5,5
"6052",7374011,1,1,1953,9,1,2,5,1,3,4,9
"6053",7374013,6,2,1986,9,1,2,6,1,2,4,9
"6054",7374021,1,2,1926,9,1,2,2,3,6,5,9
"6055",7374061,1,1,1965,9,1,2,5,2,4,4,9
"6056",7374062,2,2,1964,9,1,2,5,1,2,4,9
"6057",7374201,1,2,1965,15,1,2,7,1,3,3,9
"6058",7374202,2,1,1965,9,1,2,5,1,2,1,9
"6059",7374361,1,1,1963,19,1,2,3,2,5,2,9
"6060",7374363,7,1,1987,19,1,2,3,1,1,2,9
"6061",7374791,1,1,1935,9,1,2,3,3,6,5,9
"6062",7374793,6,2,1974,9,1,2,7,2,4,4,9
"6063",7375311,1,1,1928,3,1,2,5,3,6,5,3
"6064",7375312,2,2,1929,3,1,2,3,3,6,5,3
"6065",7377111,1,1,1945,9,1,0,4,3,6,5,9
"6066",7377112,2,2,1952,9,1,0,2,3,6,5,9
"6067",7377301,1,2,1978,9,1,0,7,1,2,4,9
"6068",7377302,2,1,1976,9,1,0,5,1,2,4,9
"6069",7379021,1,1,1979,19,1,2,3,1,1,1,19
"6070",7379051,1,2,1960,19,1,2,1,3,6,5,19
"6071",7379391,1,1,1948,19,1,2,2,3,7,5,19
"6072",78861,1,1,1950,9,1,0,5,3,6,5,9
"6073",78862,2,2,1953,9,1,0,5,1,2,3,9
"6074",8000031,1,2,1977,8,1,2,7,1,2,4,8
"6075",8000032,2,1,1977,8,1,2,5,1,2,4,8
"6076",8000081,1,2,1984,12,1,2,3,3,7,5,12
"6077",8000082,2,1,1983,12,1,2,3,1,1,4,12
"6078",8000101,1,1,1970,5,1,1,3,1,1,4,5
"6079",8000102,2,2,1975,5,1,1,5,1,1,4,5
"6080",8000131,1,1,1974,16,1,2,5,1,2,3,16
"6081",8000151,1,1,1953,9,1,0,4,3,7,5,9
"6082",8000291,1,2,1977,16,1,2,3,3,7,5,16
"6083",8000292,2,1,1974,16,1,2,3,1,1,2,16
"6084",8000401,1,1,1970,20,1,0,3,1,1,3,20
"6085",8000402,2,2,1969,20,1,0,5,1,2,3,20
"6086",8000411,1,1,1983,7,1,2,3,1,1,4,7
"6087",8001061,1,1,1969,15,1,2,3,1,1,4,15
"6088",8001062,2,2,1972,15,1,2,2,3,7,5,15
"6089",8001063,6,1,1991,15,1,2,3,3,7,5,15
"6090",8001271,1,1,1938,15,1,2,2,3,6,5,15
"6091",8001272,7,1,1969,15,1,2,5,1,2,4,15
"6092",8001351,1,1,1949,15,1,2,3,3,6,5,15
"6093",8001353,6,1,1984,15,1,2,5,1,2,4,15
"6094",8001481,1,2,1935,15,1,2,1,3,6,5,15
"6095",8001791,1,1,1943,19,1,2,3,3,6,5,19
"6096",8001801,1,1,1939,19,1,2,2,3,6,5,19
"6097",8001803,6,1,1977,19,1,2,4,1,2,4,19
"6098",8001811,1,1,1954,19,1,2,3,2,5,4,19
"6099",8001831,1,2,1974,19,1,2,4,1,1,3,19
"6100",8001841,1,1,1954,19,1,2,2,1,1,4,19
"6101",8002431,1,1,1954,19,1,2,3,1,2,3,19
"6102",8002433,6,1,1977,19,1,2,5,1,1,4,19
"6103",8002435,6,1,1983,19,1,2,5,1,2,3,19
"6104",8002601,1,1,1973,19,1,2,7,2,4,4,19
"6105",8002741,1,1,1939,16,1,1,4,3,6,5,16
"6106",8002771,1,2,1943,16,1,1,2,3,6,5,16
"6107",8002772,7,2,1971,16,1,1,3,1,1,4,16
"6108",8003081,1,2,1933,16,1,1,3,3,6,5,16
"6109",8003082,11,1,1923,16,1,1,3,3,6,5,16
"6110",8003083,11,1,1928,16,1,1,3,3,6,5,16
"6111",8003361,1,2,1968,16,1,0,5,1,2,4,16
"6112",8003362,7,1,1995,16,1,0,3,3,7,5,16
"6113",8004161,1,1,1962,19,1,2,3,3,7,5,19
"6114",8004491,1,2,1948,19,1,2,5,3,7,5,19
"6115",8004492,7,2,1972,19,1,2,5,2,5,2,19
"6116",8004493,7,1,1983,19,1,2,5,3,7,5,19
"6117",8004641,1,1,1960,19,1,2,7,1,2,4,19
"6118",8004642,2,2,1965,19,1,2,7,1,2,4,19
"6119",8004791,1,2,1931,15,1,1,2,3,6,5,1
"6120",8004831,1,1,1937,5,1,1,2,3,6,5,1
"6121",8005001,1,1,1929,1,1,1,2,3,6,5,1
"6122",8005251,1,1,1939,1,1,1,3,3,6,5,1
"6123",8005252,2,2,1940,1,1,1,2,3,6,5,1
"6124",8005461,1,1,1962,19,1,1,3,1,1,4,7
"6125",8005462,2,2,1969,19,1,1,3,1,2,4,7
"6126",8005463,7,2,1990,7,1,1,5,1,1,4,7
"6127",8005491,1,1,1963,7,1,1,5,1,2,3,7
"6128",8005691,1,1,1938,16,1,1,2,3,6,5,7
"6129",8005692,2,2,1944,16,1,1,2,3,6,5,7
"6130",8005701,1,2,1958,19,1,1,3,3,7,5,7
"6131",8005702,2,1,1948,19,1,1,3,1,1,3,7
"6132",8005703,6,1,1975,19,1,1,3,1,1,3,7
"6133",8005704,6,1,1982,7,1,1,3,1,1,2,7
"6134",8005711,1,1,1946,18,1,1,3,3,6,5,7
"6135",8005712,2,2,1943,16,1,1,2,3,6,5,7
"6136",8006001,1,1,1947,7,1,1,4,2,5,1,7
"6137",8006002,2,2,1950,7,1,1,4,2,5,1,7
"6138",8006891,1,1,1970,8,1,0,5,2,4,4,8
"6139",8007021,1,1,1972,8,1,0,5,1,2,4,8
"6140",8007022,2,2,1971,8,1,0,5,2,5,4,8
"6141",8007051,1,1,1951,8,1,0,3,3,6,5,8
"6142",8007053,6,1,1986,8,1,0,7,3,7,5,8
"6143",8008311,1,1,1934,5,1,2,2,3,6,5,1
"6144",8008312,2,2,1934,5,1,2,2,3,6,5,1
"6145",8008321,1,1,1950,1,1,2,3,3,6,5,1
"6146",8008323,6,1,1981,1,1,2,5,1,2,4,1
"6147",8008331,1,1,1933,1,1,2,2,3,6,5,1
"6148",8008421,1,1,1969,1,1,2,3,1,2,3,1
"6149",8008422,2,2,1972,18,1,2,4,2,4,4,1
"6150",8008531,1,2,1975,1,1,2,3,1,1,4,1
"6151",8008532,7,2,1999,1,1,2,2,3,7,5,1
"6152",8008581,1,2,1968,15,1,2,3,3,7,5,1
"6153",8008582,2,1,1965,15,1,2,2,1,1,4,1
"6154",8008583,6,1,1987,15,1,2,4,1,1,4,1
"6155",8008601,1,2,1940,1,1,2,4,3,6,5,1
"6156",8008841,1,2,1964,3,1,2,2,3,7,5,1
"6157",8008842,11,1,1960,3,1,2,1,1,1,4,1
"6158",8009011,1,1,1952,20,1,2,5,1,2,4,20
"6159",8009013,5,2,1923,20,1,2,1,3,6,5,20
"6160",8009014,6,2,1984,12,1,2,5,1,2,4,20
"6161",8009271,1,2,1934,8,1,2,1,3,6,5,20
"6162",8009371,1,2,1941,20,1,2,2,3,6,5,20
"6163",8009372,2,1,1936,20,1,2,2,3,6,5,20
"6164",8009591,1,1,1945,20,1,2,3,3,6,5,20
"6165",8009592,2,2,1944,20,1,2,5,3,6,5,20
"6166",8009991,1,2,1959,17,1,0,2,1,1,3,17
"6167",8009992,2,1,1954,17,1,0,3,1,2,3,17
"6168",8009994,6,2,1984,17,1,0,3,1,1,4,17
"6169",8010101,1,1,1926,17,1,0,1,3,6,5,17
"6170",8010102,2,2,1926,17,1,0,1,3,6,5,17
"6171",8010111,1,2,1933,17,1,0,1,3,6,5,17
"6172",8010281,1,1,1969,17,1,0,3,1,1,4,17
"6173",8010371,1,1,1981,16,1,2,5,1,2,4,16
"6174",8010372,2,2,1985,16,1,2,5,1,2,4,16
"6175",8011041,1,1,1943,5,1,0,2,3,6,5,5
"6176",8011042,2,2,1945,5,1,0,2,3,6,5,5
"6177",8012021,1,1,1955,15,1,0,3,1,2,3,15
"6178",8012022,2,2,1962,15,1,0,3,1,1,1,15
"6179",8012211,1,1,1959,15,1,0,5,1,2,3,15
"6180",8012212,2,2,1961,15,1,0,5,1,2,3,15
"6181",8012213,6,2,1988,15,1,0,6,3,7,5,15
"6182",8012381,1,2,1960,15,1,0,3,3,6,5,15
"6183",8012551,1,1,1926,6,1,2,4,3,6,5,11
"6184",8012711,1,2,1943,11,1,2,5,3,6,5,11
"6185",8012712,9,1,1985,11,1,2,3,1,2,3,11
"6186",8012791,1,2,1939,11,1,2,5,3,6,5,11
"6187",8012881,1,2,1927,11,1,2,2,3,6,5,11
"6188",8013801,1,1,1933,16,1,2,2,3,6,5,16
"6189",8014341,1,2,1964,2,1,1,3,2,5,4,2
"6190",8014342,2,1,1960,2,1,1,7,1,2,4,2
"6191",8014481,1,1,1953,2,1,1,7,1,3,4,2
"6192",8014482,2,2,1954,2,1,1,7,1,2,3,2
"6193",8014861,1,1,1969,12,1,2,4,1,1,2,12
"6194",8014921,1,1,1954,NA,1,2,5,1,2,3,12
"6195",8015411,1,2,1972,NA,2,0,5,1,1,4,10
"6196",8015412,2,1,1960,NA,2,0,5,3,7,5,10
"6197",8015431,1,2,1947,13,1,0,2,3,7,5,10
"6198",8015432,2,1,1942,13,1,0,3,3,6,5,10
"6199",8015961,1,2,1937,12,1,0,2,3,7,5,12
"6200",8015962,2,1,1935,12,1,0,2,3,6,5,12
"6201",8015991,1,2,1959,12,1,0,5,3,7,5,12
"6202",8015992,2,1,1953,12,1,0,5,1,2,4,12
"6203",8015993,6,1,1987,12,1,0,5,1,2,4,12
"6204",8016221,1,2,1971,12,1,0,3,3,7,5,12
"6205",8016222,2,1,1970,12,1,0,3,1,2,3,12
"6206",8016261,1,2,1965,12,1,0,5,1,1,4,12
"6207",8016262,2,1,1962,12,1,0,5,1,2,3,12
"6208",8016531,1,2,1969,12,1,0,3,1,1,3,12
"6209",8017681,1,1,1966,17,1,2,7,2,4,3,15
"6210",8017682,2,2,1963,NA,1,2,5,2,5,4,15
"6211",8017981,1,2,1939,15,1,2,1,3,6,5,15
"6212",8018011,1,1,1938,15,1,2,2,3,6,5,15
"6213",8018012,2,2,1942,15,1,2,2,3,7,5,15
"6214",8018031,1,1,1940,15,1,2,3,3,6,5,15
"6215",8018032,2,2,1948,15,1,2,2,3,6,5,15
"6216",8018033,6,1,1980,15,1,2,7,1,2,4,15
"6217",8018061,1,1,1940,15,1,2,3,3,6,5,15
"6218",8018062,2,2,1945,15,1,2,2,3,6,5,15
"6219",8018064,6,1,1980,15,1,2,5,1,1,4,15
"6220",8018121,1,2,1967,15,1,2,5,3,7,5,15
"6221",8018122,2,1,1966,15,1,2,3,3,7,5,15
"6222",8018123,6,1,2000,15,1,2,2,3,7,5,15
"6223",8018124,6,1,2001,15,1,2,1,3,7,5,15
"6224",8018132,2,1,1959,15,1,2,3,1,1,2,15
"6225",8018331,1,1,1973,15,1,2,3,1,1,4,15
"6226",8018332,11,1,1960,15,1,2,3,1,1,4,15
"6227",8018511,1,2,1969,15,1,2,7,1,2,3,15
"6228",8018512,2,1,1967,15,1,2,7,1,2,3,15
"6229",8018751,1,1,1972,19,1,1,5,2,4,4,19
"6230",8018752,2,2,1976,NA,1,1,5,1,2,3,19
"6231",8018771,1,1,1956,19,1,1,5,1,2,3,19
"6232",8018772,2,2,1958,19,1,1,5,1,2,3,19
"6233",8018781,1,1,1951,19,1,1,3,1,2,3,19
"6234",8018782,2,2,1955,19,1,1,2,1,1,4,19
"6235",8018783,6,1,1979,19,1,1,5,1,1,4,19
"6236",8018881,1,2,1954,19,1,1,3,3,7,5,19
"6237",8018882,2,1,1950,19,1,1,3,3,6,5,19
"6238",8018921,1,2,1933,19,1,1,2,3,6,5,19
"6239",8018941,1,2,1938,19,1,1,2,3,7,5,19
"6240",8018991,1,2,1954,19,1,1,3,3,7,5,19
"6241",8018992,2,1,1951,19,1,1,3,3,6,5,19
"6242",8018993,6,2,1978,19,1,1,5,1,1,2,19
"6243",8019011,1,1,1968,19,1,1,3,2,4,4,19
"6244",8019071,1,1,1963,19,1,1,7,1,2,3,19
"6245",8019081,1,2,1968,19,1,1,3,3,7,5,19
"6246",8019082,2,1,1961,19,1,1,3,1,2,3,19
"6247",8019481,1,1,1965,19,1,2,3,1,2,3,19
"6248",8019551,1,1,1977,19,1,2,3,1,1,1,19
"6249",8019661,1,1,1956,19,1,2,3,3,6,5,19
"6250",8019663,6,2,1984,19,1,2,5,1,2,4,19
"6251",8019721,1,1,1962,19,1,2,2,1,1,4,19
"6252",8019861,1,2,1946,19,1,2,3,3,7,5,19
"6253",8019862,2,1,1945,19,1,2,3,3,6,5,19
"6254",8019871,1,2,1942,19,1,2,1,3,6,5,19
"6255",8019872,2,1,1944,19,1,2,1,3,6,5,19
"6256",8020011,1,1,1960,19,1,2,3,2,5,4,19
"6257",8020015,8,1,1975,19,1,2,3,2,5,1,19
"6258",8020071,1,2,1966,19,1,2,2,3,7,5,19
"6259",8020073,11,1,1964,19,1,2,3,3,6,5,19
"6260",8020074,11,1,1965,19,1,2,2,3,6,5,19
"6261",8020381,1,1,1949,8,1,0,7,1,3,3,9
"6262",8020382,2,2,1951,9,1,0,3,2,5,4,9
"6263",8021271,1,2,1947,16,1,2,3,3,6,5,16
"6264",8021272,2,1,1947,16,1,2,3,3,6,5,16
"6265",8021451,1,1,1963,16,1,2,3,2,5,4,16
"6266",8021452,3,2,1987,NA,1,2,3,3,7,5,16
"6267",8021861,1,2,1965,3,1,2,3,3,7,5,16
"6268",8021862,2,1,1964,16,1,2,3,1,1,4,16
"6269",8022231,1,1,1925,16,1,2,3,3,6,5,16
"6270",8022321,1,2,1933,5,1,2,2,3,6,5,5
"6271",8022322,7,1,1956,5,1,2,5,1,2,4,5
"6272",8022323,7,1,1958,5,1,2,4,1,1,2,5
"6273",8022501,1,1,1946,5,1,2,2,3,6,5,5
"6274",8022531,1,2,1943,5,1,2,2,3,6,5,5
"6275",8022611,1,2,1953,5,1,2,5,1,3,3,5
"6276",8023261,1,2,1929,15,1,2,2,3,6,5,15
"6277",8023262,7,2,1964,15,1,2,5,1,2,3,15
"6278",8023321,1,1,1950,15,1,2,3,3,6,5,15
"6279",8023491,1,1,1979,15,1,2,3,1,1,3,15
"6280",8023493,14,2,1930,15,1,2,2,3,6,5,15
"6281",8023541,1,1,1954,15,1,2,3,3,6,5,15
"6282",8023543,13,1,1944,15,1,2,1,3,6,5,15
"6283",8023641,1,1,1941,15,1,2,4,3,6,5,15
"6284",8024441,1,2,1982,NA,2,1,7,1,2,2,5
"6285",8024511,1,1,1979,NA,2,1,4,1,1,4,5
"6286",8024512,15,1,1975,NA,2,1,4,1,1,4,5
"6287",8024751,1,2,1950,NA,2,1,3,1,1,4,5
"6288",8024801,1,2,1941,5,1,1,2,3,6,5,5
"6289",8024802,7,2,1975,5,1,1,5,1,2,4,5
"6290",8025481,1,1,1948,15,1,2,5,3,6,5,15
"6291",8025483,6,1,1976,15,1,2,7,2,4,4,15
"6292",8025484,6,2,1978,15,1,2,7,1,2,4,15
"6293",8025901,1,1,1940,3,1,2,4,3,6,5,3
"6294",8025902,2,2,1944,3,1,2,2,3,6,5,3
"6295",8025951,1,1,1929,6,1,2,7,3,6,5,3
"6296",8025952,2,2,1934,3,1,2,3,3,6,5,3
"6297",8026461,1,1,1941,1,1,2,2,3,6,5,1
"6298",8026462,2,2,1953,1,1,2,4,3,6,5,1
"6299",8026521,1,2,1924,1,1,2,5,3,6,5,1
"6300",8026522,2,1,1923,1,1,2,5,3,6,5,1
"6301",8026691,1,2,1924,5,1,2,2,3,6,5,1
"6302",8026751,1,2,1950,1,1,2,3,3,7,5,1
"6303",8026752,2,1,1949,1,1,2,3,2,5,2,1
"6304",8026753,6,2,1982,1,1,2,5,1,2,3,1
"6305",8026841,1,2,1941,1,1,2,3,2,5,4,1
"6306",8026842,7,1,1969,1,1,2,5,2,5,4,1
"6307",8027221,1,1,1938,16,1,2,1,3,6,5,16
"6308",8027801,1,1,1920,16,1,2,2,3,6,5,16
"6309",8028951,1,2,1950,8,1,2,3,3,7,5,8
"6310",8029041,1,1,1970,8,1,2,7,1,3,2,8
"6311",8029042,2,2,1969,8,1,2,5,1,2,4,8
"6312",8029051,1,2,1966,8,1,2,5,1,2,4,8
"6313",8029052,2,1,1965,8,1,2,5,1,2,4,8
"6314",8029141,1,2,1960,8,1,2,5,1,2,2,8
"6315",8029142,11,2,1963,8,1,2,5,1,2,2,8
"6316",8029271,1,2,1935,8,1,2,2,3,6,5,8
"6317",8029571,1,2,1964,8,1,2,7,1,2,3,8
"6318",8029721,1,1,1952,15,1,2,3,1,2,4,8
"6319",8029881,1,1,1963,NA,1,2,3,1,1,2,8
"6320",8030551,1,1,1945,8,1,2,3,3,6,5,8
"6321",8030581,1,2,1940,8,1,2,3,3,6,5,8
"6322",8031011,1,2,1949,8,1,2,7,3,6,5,8
"6323",8031941,1,2,1926,8,1,2,2,3,6,5,8
"6324",8032001,1,1,1982,8,1,2,7,1,2,4,8
"6325",8032051,1,1,1957,8,1,2,5,1,2,4,8
"6326",8032052,2,2,1960,8,1,2,5,1,2,3,8
"6327",8032771,1,2,1960,NA,2,2,6,1,1,4,8
"6328",8032991,1,2,1972,8,1,2,7,1,2,4,8
"6329",8032992,2,1,1964,8,1,2,5,1,2,4,8
"6330",8033051,1,2,1980,11,1,2,7,1,2,3,8
"6331",8033711,1,1,1943,8,1,2,3,3,6,5,8
"6332",8033712,2,2,1946,8,1,2,3,3,6,5,8
"6333",8034221,1,2,1950,19,1,2,7,1,2,3,8
"6334",8034491,1,2,1970,8,1,2,5,1,2,3,8
"6335",8034492,2,1,1970,8,1,2,7,1,2,2,8
"6336",8034831,1,2,1966,4,1,2,8,1,2,4,4
"6337",8035011,1,1,1951,4,1,2,3,2,5,4,4
"6338",8035013,6,2,1982,4,1,2,5,1,2,4,4
"6339",8035014,6,2,1986,4,1,2,5,1,2,3,4
"6340",8035091,1,2,1968,4,1,2,4,1,2,3,4
"6341",8035092,2,1,1964,4,1,2,3,2,5,4,4
"6342",8035261,1,2,1967,15,1,1,5,3,7,5,15
"6343",8035262,2,1,1962,15,1,1,3,1,1,3,15
"6344",8035521,1,2,1937,15,1,1,1,3,6,5,15
"6345",8035522,3,1,1940,15,1,1,2,3,6,5,15
"6346",8035661,1,1,1951,15,1,1,2,3,6,5,15
"6347",8035672,2,1,1964,15,1,1,2,1,1,4,15
"6348",8035701,1,2,1958,15,1,1,2,3,7,5,15
"6349",8035702,2,1,1959,15,1,1,3,1,1,3,15
"6350",8035703,6,1,1988,15,1,1,3,1,1,2,15
"6351",8035704,6,1,1991,15,1,1,3,1,1,4,15
"6352",8035741,1,1,1966,15,1,1,5,1,2,2,15
"6353",8036121,1,2,1924,3,1,2,2,3,6,5,3
"6354",8036611,1,1,1942,3,1,2,3,3,6,5,3
"6355",8037361,1,1,1948,NA,2,1,6,2,5,4,3
"6356",8037362,2,2,1946,NA,2,1,6,1,1,4,3
"6357",8037541,1,2,1935,3,1,0,3,3,6,5,3
"6358",8037791,1,2,1930,3,1,0,2,3,6,5,3
"6359",8038301,1,2,1934,1,1,0,2,3,6,5,1
"6360",8038771,1,1,1946,16,1,2,7,3,6,5,3
"6361",8038772,2,2,1951,3,1,2,7,1,2,3,3
"6362",8038773,6,1,1978,3,1,2,7,1,2,4,3
"6363",8038774,6,2,1982,3,1,2,7,1,2,4,3
"6364",8038791,1,2,1943,17,1,2,2,3,6,5,3
"6365",8038792,2,1,1936,13,1,2,2,3,6,5,3
"6366",8038801,1,2,1928,3,1,2,2,3,6,5,3
"6367",8038871,1,1,1965,3,1,2,4,1,1,2,3
"6368",8038872,2,2,1969,3,1,2,5,1,1,2,3
"6369",8038891,1,1,1934,16,1,2,2,3,6,5,3
"6370",8038892,2,2,1938,16,1,2,2,3,6,5,3
"6371",8039001,1,1,1956,3,1,2,3,1,2,4,3
"6372",8039002,2,2,1961,3,1,2,3,1,1,2,3
"6373",8039151,1,1,1964,3,1,2,3,1,1,2,3
"6374",8039152,3,2,1966,3,1,2,4,1,1,2,3
"6375",8039171,1,2,1975,NA,2,2,4,1,1,4,3
"6376",8039172,3,1,1976,19,1,2,3,1,2,3,3
"6377",8039221,1,1,1928,19,1,2,2,3,6,5,3
"6378",8039222,2,2,1933,17,1,2,2,3,6,5,3
"6379",8039223,12,2,1925,17,1,2,2,3,6,5,3
"6380",8039361,1,1,1959,3,1,2,3,1,2,4,3
"6381",8039363,6,1,1988,3,1,2,3,1,1,4,3
"6382",8039364,6,2,1986,3,1,2,4,1,1,4,3
"6383",8039501,1,1,1936,20,1,2,3,3,6,5,20
"6384",8040091,1,2,1968,20,1,2,7,1,2,3,20
"6385",8040161,1,2,1981,19,1,2,3,1,1,4,19
"6386",8040162,14,2,1939,19,1,2,2,3,6,5,19
"6387",8040401,1,2,1958,19,1,2,2,3,6,5,19
"6388",8040402,7,2,1986,19,1,2,5,1,1,4,19
"6389",8041631,1,2,1952,14,1,2,5,1,2,3,14
"6390",8041632,11,1,1960,14,1,2,3,3,7,5,14
"6391",8041721,1,1,1933,14,1,2,3,3,6,5,14
"6392",8041722,2,2,1943,14,1,2,7,3,6,5,14
"6393",8041811,1,2,1968,NA,1,2,5,3,7,5,14
"6394",8041812,2,1,1963,14,1,2,3,2,4,4,14
"6395",8041961,1,2,1949,14,1,2,5,3,7,5,14
"6396",8041962,2,1,1941,14,1,2,3,3,6,5,14
"6397",8042031,1,1,1954,14,1,2,3,1,1,4,14
"6398",8042032,2,2,1960,14,1,2,3,1,1,3,14
"6399",8042091,1,1,1963,14,1,2,3,1,1,4,14
"6400",8042093,6,1,1989,14,1,2,5,1,1,4,14
"6401",8042101,1,1,1951,15,1,2,7,1,3,3,14
"6402",8042141,1,1,1956,14,1,2,8,1,3,3,14
"6403",8042142,2,2,1958,15,1,2,7,1,2,3,14
"6404",8042191,1,1,1954,16,1,2,8,1,3,3,14
"6405",8042192,2,2,1962,16,1,2,5,1,2,3,14
"6406",8042193,6,1,1981,16,1,2,8,2,4,4,14
"6407",8042221,1,1,1956,14,1,2,7,2,4,4,14
"6408",8043011,1,1,1936,19,1,1,5,3,6,5,19
"6409",8043012,2,2,1940,19,1,1,2,3,6,5,19
"6410",8043241,1,1,1936,19,1,1,2,3,6,5,3
"6411",8043242,2,2,1934,19,1,1,2,3,7,5,3
"6412",8043431,1,2,1937,3,1,1,3,3,6,5,3
"6413",8043811,1,1,1933,3,1,1,2,3,6,5,3
"6414",8043921,1,1,1972,20,1,1,3,1,1,4,20
"6415",8044391,1,2,1953,13,1,1,7,1,2,3,20
"6416",8044392,2,1,1952,20,1,1,5,2,4,4,20
"6417",8044393,6,1,1978,20,1,1,5,1,2,4,20
"6418",8044394,6,1,1980,20,1,1,5,1,2,4,20
"6419",8044571,1,1,1934,15,1,0,5,3,6,5,15
"6420",8044572,2,2,1944,15,1,0,3,3,6,5,15
"6421",8044781,1,1,1965,15,1,0,3,1,2,3,15
"6422",8044782,2,2,1969,15,1,0,3,1,1,4,15
"6423",8044891,1,2,1921,15,1,0,1,3,6,5,15
"6424",8044951,1,2,1924,15,1,0,1,3,6,5,15
"6425",8045151,1,2,1931,15,1,0,2,3,6,5,15
"6426",8045341,1,2,1974,8,1,2,7,1,2,2,8
"6427",8045342,2,1,1968,8,1,2,5,1,1,1,8
"6428",8045361,1,2,1950,8,1,2,5,3,6,5,8
"6429",8045471,1,1,1934,8,1,2,3,2,5,2,8
"6430",8045472,2,2,1933,8,1,2,2,3,6,5,8
"6431",8046311,1,2,1933,9,1,2,3,3,6,5,9
"6432",8046371,1,2,1948,9,1,2,3,3,6,5,9
"6433",8046651,1,1,1982,9,1,2,7,1,2,4,9
"6434",8046701,1,2,1935,15,1,2,2,3,6,5,15
"6435",8046851,1,1,1976,15,1,2,5,1,2,3,15
"6436",8046852,2,2,1978,15,1,2,5,1,1,3,15
"6437",8046941,1,2,1946,15,1,2,2,3,6,5,15
"6438",8046951,1,2,1966,15,1,2,7,1,2,3,15
"6439",8046991,1,2,1965,15,1,2,2,3,7,5,15
"6440",8047041,1,2,1974,15,1,2,1,3,7,5,15
"6441",8047042,2,1,1970,15,1,2,3,1,1,2,15
"6442",8047201,1,1,1958,15,1,2,7,1,2,4,15
"6443",8047221,1,1,1960,15,1,2,3,2,5,4,15
"6444",8047261,1,2,1961,15,1,2,5,3,7,5,15
"6445",8047262,2,1,1960,15,1,2,3,1,2,3,15
"6446",8047621,1,1,1961,15,1,0,8,1,2,3,15
"6447",8047622,4,1,1925,15,1,0,5,3,6,5,15
"6448",8048251,1,2,1977,8,1,0,7,1,2,3,8
"6449",8048252,2,1,1968,9,1,0,7,1,2,2,8
"6450",8048801,1,1,1948,15,1,2,2,2,5,4,15
"6451",8048821,1,2,1961,15,1,2,2,3,7,5,15
"6452",8048822,2,1,1960,15,1,2,2,1,1,4,15
"6453",8048824,6,1,1989,15,1,2,3,3,6,5,15
"6454",8049281,1,2,1932,15,1,2,1,3,6,5,15
"6455",8049621,1,2,1967,3,1,1,5,2,5,4,3
"6456",8049661,1,1,1935,6,1,1,2,3,6,5,3
"6457",8049741,1,2,1953,19,1,1,3,3,7,5,3
"6458",8050931,1,2,1962,NA,2,1,7,1,1,4,5
"6459",8051001,1,1,1960,5,1,1,3,2,4,4,5
"6460",8051002,2,2,1963,5,1,1,3,1,2,2,5
"6461",8051541,1,1,1967,NA,2,1,4,1,1,2,5
"6462",8051791,1,2,1947,15,1,2,2,3,6,5,15
"6463",8051891,1,2,1947,15,1,2,5,3,6,5,15
"6464",8051901,1,1,1939,15,1,2,5,3,6,5,15
"6465",8052231,1,1,1962,15,1,2,3,1,2,4,15
"6466",8052233,6,1,1992,15,1,2,3,3,7,5,15
"6467",8052234,6,1,1997,15,1,2,2,3,7,5,15
"6468",8052271,1,1,1948,8,1,0,5,3,6,5,8
"6469",8052301,1,1,1964,20,1,0,4,2,5,4,8
"6470",8052641,1,2,1966,8,1,0,5,1,2,2,8
"6471",8052642,2,1,1962,8,1,0,5,2,4,4,8
"6472",8053061,1,1,1933,9,1,0,7,3,6,5,9
"6473",8053062,2,2,1943,9,1,0,7,3,6,5,9
"6474",8053121,1,1,1938,9,1,0,3,3,6,5,9
"6475",8053122,3,2,1937,9,1,0,3,3,6,5,9
"6476",8053301,1,1,1946,9,1,0,4,3,6,5,9
"6477",8053302,2,2,1952,9,1,0,3,1,1,4,9
"6478",8053303,6,1,1977,9,1,0,5,1,1,4,9
"6479",8053304,6,1,1979,9,1,0,3,1,1,2,9
"6480",8053305,6,1,1988,9,1,0,3,1,1,2,9
"6481",8053351,1,2,1939,9,1,0,2,3,6,5,9
"6482",8053352,2,1,1952,9,1,0,2,3,6,5,9
